time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_cmd,rudder_right_cmd,rps_readback,bow_readback,winddir,windspeed,GNSS_quality_fore,GNSS_quality_mdi,GNSS_quality_aft,n_bt_rps_cmd,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,kf_linear_dist,kf_linear_speed,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_raw,velo_ms_lidar_kf,velo_ms_lidar_ma
0.0,-1.1189225912094116,0,-1.361720085144043,0,0.8720918893814087,0.21441379189491272,0.0,0.0,0.0,1620,313,1.649999976158142,4,1,4,0.0,-1.1152859926223755,0,-1.3545544147491455,0,7.0147705078125,-0.78125,-1.1189225912094116,0,-1.361720085144043,0,0.8720918893814087,0.21441379189491272,1.1824309825897217,0.004453264642506838,0,0,1.0180000066757202,1.001800000667572,-2.580000162124634,0.004453264642506838,-0.0018000006675720215
0.1,-1.118598222732544,0,-1.3599079847335815,0,0.8724661120444339,0.2043246179819107,-105.0,60.0,0.0,0,309,1.5299999713897705,4,1,4,-11.835075378417969,-1.117242455482483,0,-1.349036693572998,0,6.9378662109375,-0.799560546875,-1.118598222732544,0,-1.3599079847335815,0,0.8133569359779358,0.2043246179819107,1.187679409980774,0.004499863833189011,0,1,1.0180000066757202,1.001800000667572,-2.580000162124634,0.004499863833189011,-0.0018000006675720215
0.2,-1.118232011795044,0,-1.356971025466919,0,0.8728227257771003,0.1942143738269806,-105.0,60.0,0.0,-710,309,1.5299999713897705,4,1,4,-11.835075378417969,-1.116750955581665,0,-1.3431795835494995,0,6.85546875,-0.811767578125,-1.118232011795044,0,-1.356971025466919,0,0.748229444026947,0.1942143738269806,1.1781617403030396,-0.00021446072787512094,0,1,1.2660000324249268,1.0266000032424927,2.4800000190734863,-0.00021446072787512094,-0.026600003242492676
0.30000000000000004,-1.117831826210022,0,-1.3532451391220093,0,0.8731616938048983,0.18420472741127014,-105.0,60.0,0.0,-710,309,1.5299999713897705,4,1,4,-11.835075378417969,-1.1191798448562622,0,-1.343756914138794,0,6.7730712890625,-0.84228515625,-1.117831826210022,0,-1.3532451391220093,0,0.7006965279579163,0.18420472741127014,1.183088779449463,0.004309638869017363,0,1,1.0130000114440918,1.001300001144409,-2.5300002098083496,0.004309638869017363,-0.0013000011444090909
0.4,-1.1181960105895996,0,-1.3506819009780884,0,0.8734831917040048,0.17399102449417114,-105.0,60.0,0.0,-710,306,1.2200000286102295,4,1,4,-11.835075378417969,-1.1191798448562622,0,-1.343756914138794,0,6.690673828125,-0.860595703125,-1.1181960105895996,0,-1.3506819009780884,0,0.6437447667121887,0.17399102449417114,1.1735481023788452,-0.0003131347766611725,0,1,1.2669999599456787,1.026699995994568,2.5399999618530273,-0.0003131347766611725,-0.02669999599456796
0.5,-1.119832158088684,0,-1.3486435413360596,0,0.873786863328639,0.163696750998497,-105.0,60.0,0.0,-710,306,1.2200000286102295,4,1,4,-11.835075378417969,-1.124252200126648,0,-1.3431367874145508,0,6.602783203125,-0.860595703125,-1.119832158088684,0,-1.3486435413360596,0,0.5799186825752258,0.163696750998497,1.1787900924682617,0.004320589359849691,0,0,1.2610000371932983,1.0261000037193297,-0.05999960005283356,0.004320589359849691,-0.026100003719329745
0.6000000000000001,-1.120253086090088,0,-1.3479911088943481,0,0.874072568056613,0.15350492298603058,-105.0,60.0,0.0,-710,297,0.7799999713897705,4,1,4,-11.835075378417969,-1.120909333229065,0,-1.3403724431991577,0,6.5203857421875,-0.87890625,-1.120253086090088,0,-1.3479911088943481,0,0.5095914006233215,0.15350492298603058,1.183401346206665,0.004203264135867357,0,1,1.0160000324249268,1.0016000032424928,0.029999885708093643,0.004203264135867357,-0.0016000032424927646
0.7000000000000001,-1.1205016374588013,0,-1.3449424505233765,0,0.8743404846890257,0.1334870159626007,-105.0,60.0,0.0,-710,297,0.7799999713897705,4,1,4,-11.835075378417969,-1.1206942796707153,0,-1.3422670364379883,0,6.35009765625,-0.836181640625,-1.1205016374588013,0,-1.3449424505233765,0,0.3585512638092041,0.1334870159626007,1.1649893522262573,-0.00027279098867438734,0,1,1.2860000133514404,1.028600001335144,2.6999995708465576,-0.00027279098867438734,-0.028600001335143954
0.8,-1.1235783100128174,0,-1.3495906591415405,0,0.8745734634827467,0.12383868545293808,-105.0,60.0,0.0,-710,324,0.6700000166893005,4,1,4,-11.835075378417969,-1.1319702863693237,0,-1.3715566396713257,0,6.2677001953125,-0.823974609375,-1.1235783100128174,0,-1.3495906591415405,0,0.27976319193840027,0.12383868545293808,1.1717771291732788,0.004652711097151041,0,1,1.2599999904632568,1.0259999990463258,-0.2600001394748688,0.004652711097151041,-0.025999999046325772
0.9,-1.1258454322814941,0,-1.3555248975753784,0,0.8747896027629962,0.11440782248973846,-105.0,60.0,0.0,-710,324,0.6700000166893005,4,1,4,-11.835075378417969,-1.1319702863693237,0,-1.3715566396713257,0,6.185302734375,-0.823974609375,-1.1258454322814941,0,-1.3555248975753784,0,0.20000003278255463,0.11440782248973846,1.1767257452011108,0.004169963765889406,0,1,1.0099999904632568,1.0009999990463256,-2.5,0.004169963765889406,-0.0009999990463256392
