time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_cmd,rudder_right_cmd,rps_readback,bow_readback,winddir,windspeed,GNSS_quality_fore,GNSS_quality_mdi,GNSS_quality_aft,n_bt_rps_cmd,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,kf_linear_dist,kf_linear_speed,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_raw,velo_ms_lidar_kf,velo_ms_lidar_ma
0.0,-1.2964476346969604,0,-1.4171912670135498,0,1.96743905544281,-0.36054182052612305,0.0,0.0,0.0,710,1,1.0399999618530273,4,1,4,0.0,-1.3087142705917358,0,-1.4149731397628784,0,-7.613525390625,-0.445556640625,-1.2964476346969604,0,-1.4171912670135498,0,1.96743905544281,-0.36054182052612305,0.9399999976158142,-0.022095859050750732,0,1,0,0.9,0,-0.022095859050750732,0.09999999999999998
0.1,-1.2997615337371826,0,-1.4165921211242676,0,1.9668097912568785,-0.3613877296447754,-105.0,60.0,0.0,0,343,1.3600000143051147,4,1,4,-11.835075378417969,-1.3114818334579468,0,-1.4147202968597412,0,-7.657470703125,-0.42724609375,-1.2997615337371826,0,-1.4165921211242676,0,1.9252443313598633,-0.3613877296447754,0.9399999976158142,-0.022183241322636604,0,1,0,0.9,0,-0.022183241322636604,0.09999999999999998
0.2,-1.302927851676941,0,-1.4160864353179932,0,1.9661790506810177,-0.36204302310943604,-105.0,60.0,0.0,-710,343,1.3600000143051147,4,1,4,-11.835075378417969,-1.3168911933898926,0,-1.4132697582244873,0,-7.701416015625,-0.457763671875,-1.302927851676941,0,-1.4160864353179932,0,1.8825767040252686,-0.36204302310943604,0.9399999976158142,-0.022270461544394493,0,1,0,0.9,0,-0.022270461544394493,0.09999999999999998
0.30000000000000004,-1.3067001104354858,0,-1.4153255224227905,0,1.9655471664023043,-0.362995445728302,-105.0,60.0,0.0,-710,353,1.840000033378601,4,1,4,-11.835075378417969,-1.3196603059768677,0,-1.41301691532135,0,-7.745361328125,-0.433349609375,-1.3067001104354858,0,-1.4153255224227905,0,1.8395638465881348,-0.362995445728302,0.9399999976158142,-0.022357525303959846,0,1,0,0.9,0,-0.022357525303959846,0.09999999999999998
0.4,-1.3102014064788818,0,-1.4147018194198608,0,1.964913619832534,-0.36369550228118896,-105.0,60.0,0.0,-710,353,1.840000033378601,4,1,4,-11.835075378417969,-1.3224300146102905,0,-1.4127638339996338,0,-7.789306640625,-0.4638671875,-1.3102014064788818,0,-1.4147018194198608,0,1.7962990999221802,-0.36369550228118896,0.9399999976158142,-0.022444428876042366,0,1,0,0.9,0,-0.022444428876042366,0.09999999999999998
0.5,-1.3135050535202026,0,-1.4141782522201538,0,1.964278851433584,-0.36469221115112305,-105.0,60.0,0.0,-710,353,1.840000033378601,4,1,4,-11.835075378417969,-1.3281184434890747,0,-1.4189448356628418,0,-7.833251953125,-0.42724609375,-1.3135050535202026,0,-1.4141782522201538,0,1.7528504133224487,-0.36469221115112305,0.9399999976158142,-0.0225311741232872,0,1,0,0.9,0,-0.0225311741232872,0.09999999999999998
0.6000000000000001,-1.3174529075622559,0,-1.4154659509658813,0,1.9636423434494874,-0.36531463265419006,-105.0,60.0,0.0,-710,351,1.3799999952316284,4,1,4,-11.835075378417969,-1.3308897018432617,0,-1.4186915159225464,0,-7.877197265625,-0.433349609375,-1.3174529075622559,0,-1.4154659509658813,0,1.7092676162719727,-0.36531463265419006,0.9399999976158142,-0.02261776104569435,0,1,0,0.9,0,-0.02261776104569435,0.09999999999999998
0.7000000000000001,-1.3210829496383667,0,-1.4163373708724976,0,1.9630047491349345,-0.36599159240722656,-105.0,60.0,0.0,-710,351,1.3799999952316284,4,1,4,-11.835075378417969,-1.3281028270721436,0,-1.4132018089294434,0,-7.921142578125,-0.433349609375,-1.3210829496383667,0,-1.4163373708724976,0,1.6655869483947754,-0.36599159240722656,0.9399999976158142,-0.022704191505908966,0,1,0,0.9,0,-0.022704191505908966,0.09999999999999998
0.8,-1.32297945022583,0,-1.4154902696609497,0,1.962365973302722,-0.36666181683540344,-105.0,60.0,0.0,-710,14,0.9700000286102295,4,1,4,-11.835075378417969,-1.3337934017181396,0,-1.4193824529647827,0,-7.965087890625,-0.408935546875,-1.32297945022583,0,-1.4154902696609497,0,1.6218347549438477,-0.36666181683540344,0.9399999976158142,-0.022790461778640747,0,1,0,0.9,0,-0.022790461778640747,0.09999999999999998
0.9,-1.325900912284851,0,-1.4165418148040771,0,1.9617260277082098,-0.3670824468135834,-105.0,60.0,0.0,-710,14,0.9700000286102295,4,1,4,-11.835075378417969,-1.333648920059204,0,-1.4126948118209839,0,-8.009033203125,-0.4638671875,-1.325900912284851,0,-1.4165418148040771,0,1.5780303478240967,-0.3670824468135834,0.9399999976158142,-0.022876577451825142,0,1,0,0.9,0,-0.022876577451825142,0.09999999999999998
1.0,-1.3279941082000732,0,-1.4155025482177734,0,1.9610853479758925,-0.368045449256897,-105.0,60.0,0.0,-710,14,0.9700000286102295,4,1,4,-11.835075378417969,-1.3337821960449219,0,-1.4136388301849365,0,-8.052978515625,-0.439453125,-1.3279941082000732,0,-1.4155025482177734,0,1.534187912940979,-0.368045449256897,0.9399999976158142,-0.022962534800171852,0,1,0,0.8099999999999999,0,-0.022962534800171852,0.09000000000000008
1.1,-1.3295577764511108,0,-1.414999008178711,0,1.960442987487241,-0.368755966424942,-105.0,60.0,0.0,-710,14,1.0499999523162842,4,1,4,-11.835075378417969,-1.3365570306777954,0,-1.413385033607483,0,-8.096923828125,-0.42724609375,-1.3295577764511108,0,-1.414999008178711,0,1.4903175830841064,-0.368755966424942,0.9399999976158142,-0.023048333823680878,0,1,0,0.8099999999999999,0,-0.023048333823680878,0.09000000000000008
