time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_RC,rudder_right_RC,rps_readback,bow_readback,winddir,windspeed,n_bt_rps_cmd,ref_x,ref_u,ref_y,ref_vm,ref_psi,ref_r,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_ma
0.0,-3.1523044109344482,0,-0.8934034109115601,0,1.3157562017440796,-0.18823446333408356,12.952753067016602,13.363628387451172,0.0,0,175,0.3199999928474426,0.0,0,0,0,0,0,0,-3.1551005840301514,0,-0.8949386477470398,0,4.4549560546875,-0.091552734375,-3.1523044109344482,0,-0.8934034109115601,0,1.3157562017440796,-0.18823446333408356,0,0,0.6000000238418579,0.9600000381469727,0.39999961853027344
0.1,-3.158407688140869,0,-0.8874626159667969,0,1.2027666568756104,-0.26035693287849426,12.952753067016602,12.727264404296875,0.0,0,177,0.2199999988079071,-11.835075378417969,0,0,0,0,0,0,-3.1577415466308594,0,-0.8937410116195679,0,4.4384765625,-0.238037109375,-3.158407688140869,0,-0.8874626159667969,0,1.2027666568756104,-0.26035693287849426,0,0,0.5950000286102295,0.9235000610351562,0.36499977111816406
0.2,-3.1556851863861084,0,-0.888909637928009,0,1.0476864576339722,-0.3291627764701843,12.952753067016602,12.727264404296875,0.0,0,171,0.10999999940395355,-11.835075378417969,0,0,0,0,0,0,-3.1568620204925537,0,-0.8827552199363708,0,4.207763671875,-0.52490234375,-3.1556851863861084,0,-0.888909637928009,0,1.0476864576339722,-0.3291627764701843,0,0,0.5899999737739563,0.8901500701904297,0.3334999084472656
0.30000000000000004,-3.1548540592193604,0,-0.8918850421905518,0,0.9946062564849854,-0.3477824926376343,12.952753067016602,13.363628387451172,0.0,0,51,0.05999999865889549,-11.835075378417969,0,0,0,0,0,0,-3.1543405055999756,0,-0.8937239646911621,0,4.1033935546875,-0.52490234375,-3.1548540592193604,0,-0.8918850421905518,0,0.9946062564849854,-0.3477824926376343,0,0,0.5899999737739563,0.8601350784301758,0.30014991760253906
0.4,-3.155233144760132,0,-0.8929464221000671,0,0.8823253512382507,-0.39273345470428467,12.401575088500977,12.727264404296875,0.0,0,36,0.12999999523162842,-11.835075378417969,0,0,0,0,0,0,-3.151336669921875,0,-0.8884784579277039,0,4.0484619140625,-0.579833984375,-3.155233144760132,0,-0.8929464221000671,0,0.8823253512382507,-0.39273345470428467,0,0,0.5899999737739563,0.8331215977668762,0.2701348066329956
0.5,-3.1587069034576416,0,-0.8954467177391052,0,0.7708125710487366,-0.41966912150382996,12.952753067016602,12.727264404296875,0.0,0,132,0.23000000417232513,-11.835075378417969,0,0,0,0,0,0,-3.159359931945801,0,-0.8950135707855225,0,3.93310546875,-0.579833984375,-3.1587069034576416,0,-0.8954467177391052,0,0.7708125710487366,-0.41966912150382996,0,0,0.5910000205039978,0.8089094161987305,0.24212181568145752
0.6000000000000001,-3.1581666469573975,0,-0.9014835953712463,0,0.655262291431427,-0.38711002469062805,12.952753067016602,12.727264404296875,0.0,0,81,0.1599999964237213,-11.835075378417969,0,0,0,0,0,0,-3.159473419189453,0,-0.9050231575965881,0,3.834228515625,-0.439453125,-3.1581666469573975,0,-0.9014835953712463,0,0.655262291431427,-0.38711002469062805,0,0,0.5910000205039978,0.7871184945106506,0.21790921688079834
0.7000000000000001,-3.1588857173919678,0,-0.9049939513206482,0,0.6376208662986755,-0.35086682438850403,12.952753067016602,12.727264404296875,0.0,0,81,0.1599999964237213,-11.835075378417969,0,0,0,0,0,0,-3.1564438343048096,0,-0.9002537131309509,0,3.779296875,-0.164794921875,-3.1588857173919678,0,-0.9049939513206482,0,0.6376208662986755,-0.35086682438850403,0,0,0.5910000205039978,0.7675066590309143,0.19611835479736328
0.8,-3.156830072402954,0,-0.9032828211784363,0,0.6431851983070374,-0.26489394903182983,12.952753067016602,12.727264404296875,0.0,0,154,0.3100000023841858,-11.835075378417969,0,0,0,0,0,0,-3.1566734313964844,0,-0.9085989594459534,0,3.7738037109375,0.091552734375,-3.156830072402954,0,-0.9032828211784363,0,0.6431851983070374,-0.26489394903182983,0,0,0.5899999737739563,0.7497559785842896,0.17750680446624756
0.9,-3.1641008853912354,0,-0.892508864402771,0,0.6708506345748901,-0.1858726590871811,12.952753067016602,12.727264404296875,0.0,0,147,0.28999999165534973,-27.0,0,0,0,0,0,0,-3.161710023880005,0,-0.8980962038040161,0,3.80126953125,0.164794921875,-3.1641008853912354,0,-0.892508864402771,0,0.6708506345748901,-0.1858726590871811,0,0,0.5889999866485596,0.7336803674697876,0.16075611114501953
1.0,-3.1626720428466797,0,-0.8943668603897095,0,0.7009390592575073,-0.12639547884464264,12.952753067016602,12.727264404296875,0.0,0,151,0.46000000834465027,-27.0,0,0,0,0,0,0,-3.164121389389038,0,-0.8885533213615417,0,3.8397216796875,0.164794921875,-3.1626720428466797,0,-0.8943668603897095,0,0.7009390592575073,-0.12639547884464264,0,0,0.5889999866485596,0.7192123532295227,0.14468014240264893
1.1,-3.1623425483703613,0,-0.907522976398468,0,0.7207008600234985,-0.09328959137201309,12.952753067016602,12.727264404296875,0.0,0,151,0.46000000834465027,-27.0,0,0,0,0,0,0,-3.162074089050293,0,-0.904420018196106,0,3.8616943359375,0.091552734375,-3.1623425483703613,0,-0.907522976398468,0,0.7207008600234985,-0.09328959137201309,0,0,0.5889999866485596,0.7061911821365356,0.1302117109298706
