,x [m],y [m]
0,-17.4041639227645,-0.12925881818829246
1,-6.414817004034702,-11.812384726425321
2,14.160894167967765,-8.581250293257213
3,15.677049039474161,-18.325461626601435
4,37.44972032749134,-15.3465043375155
5,45.50594945449351,-21.619280499059908
6,80.86622975263302,-8.147556473033676
7,80.4012760552105,-1.0939661203973283
8,95.79745356122645,17.217912028003163
9,85.31361082992204,35.80118847887229
10,65.91636202536348,28.995865790495714
11,54.98601351245262,28.87097991996618
12,48.204300713876925,31.123524695708458
13,36.87042995953886,22.787911163883823
14,30.885356185460182,16.475548094518018
15,20.727043893674185,11.136354927102106
16,5.254496596443306,11.688113550822017
17,-5.74389020600862,13.581857826197325
18,-17.25645136976518,13.635022885046578
19,-17.15081445223532,6.106747543038868
20,-35.06010219171111,5.951132924774719
21,-34.61614022958422,61.675690306113744
22,96.6583511430393,74.84492906869976
23,122.51707712663774,6.283627007806029
24,102.43685031806156,-38.75127279270508
25,-35.27378062838487,-32.65539042814767
26,-35.55403543599456,-0.533620395406752
27,-17.4041639227645,-0.12925881818829246
