time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_cmd,rudder_right_cmd,rps_readback,bow_readback,winddir,windspeed,GNSS_quality_fore,GNSS_quality_mdi,GNSS_quality_aft,n_bt_rps_cmd,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_ma
0.0,0,0,0,0,0,0,0.0,0.0,0.0,1620,179,0.25999999046325684,0,0,0,0.0,-11259014,0,5105953.5,0,13.2550048828125,0.152587890625,0,0,0,0,0,0,0,0,0.9739999771118164,0.9973999857902527,0.026000142097473145
0.1,0,0,0,0,0,0,-46.56297806648087,98.93239362299302,0.0,-1080,179,0.25999999046325684,0,0,0,-18.00623321533203,-11259014,0,5105953.5,0,13.271484375,0.164794921875,0,0,0,0,0,0,0,1,0.9739999771118164,0.9950599670410156,0.023400187492370605
0.2,0,0,0,0,0,0,-46.997084994920996,98.58615826084892,0.0,-1149,179,0.25999999046325684,0,0,0,-19.162023544311523,-11259014,0,5105953.5,0,13.282470703125,0.115966796875,0,0,0,0,0,0,0,1,0.9729999899864197,0.9928539395332336,0.022060275077819824
0.30000000000000004,0,0,0,0,0,0,-48.75667789220725,97.18274070608365,0.0,-1149,179,0.25999999046325684,0,0,0,-23.26607894897461,-11259014,0,5105953.5,0,13.29345703125,0.079345703125,0,0,0,0,0,0,0,1,0.9729999899864197,0.9908684492111206,0.01985490322113037
0.4,0,0,0,0,0,0,-50.43385558256877,95.84505594005387,0.0,-1595,177,0.25999999046325684,0,0,0,-26.594772338867188,-11259014,0,5105953.5,0,13.2989501953125,0.0,0,0,0,0,0,0,0,1,0.9739999771118164,0.989181637763977,0.016868114471435547
0.5,0,0,0,0,0,0,-73.57849089451696,77.3853386125271,0.0,1595,177,0.25999999046325684,0,0,0,22.295564651489258,-11259014,0,5105953.5,0,13.29345703125,-0.091552734375,0,0,0,0,0,0,0,1,0.9729999899864197,0.98756343126297,0.0161820650100708
0.6000000000000001,0,0,0,0,0,0,-94.01997634965227,61.0816017780241,0.0,1337,181,0.25,0,0,0,27.0,-11259014,0,5105953.5,0,13.2769775390625,-0.250244140625,0,0,0,0,0,0,0,1,0.9760000109672546,0.9864071011543274,0.011563301086425781
0.7000000000000001,0,0,0,0,0,0,-99.81728532973864,56.45777929863163,0.0,1620,181,0.25,0,0,0,27.0,-11259014,0,5105953.5,0,13.2440185546875,-0.372314453125,0,0,0,0,0,0,0,1,0.9779999852180481,0.9855663180351257,0.008407831192016602
0.8,0,0,0,0,0,0,-104.15840289387215,52.995387170201894,0.0,1620,184,0.25,0,0,0,23.548547744750977,-11259014,0,5105953.5,0,13.20556640625,-0.3662109375,0,0,0,0,0,0,0,1,0.9800000190734863,0.9850097894668579,0.005565285682678223
0.9,0,0,0,0,0,0,-104.83482381043731,52.45588681748848,0.0,1412,184,0.25,0,0,0,22.08158302307129,-11259014,0,5105953.5,0,13.1671142578125,-0.40283203125,0,0,0,0,0,0,0,1,0.9810000061988831,0.9846088290214539,0.004009604454040527
