time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_cmd,rudder_right_cmd,rps_readback,bow_readback,winddir,windspeed,GNSS_quality_fore,GNSS_quality_mdi,GNSS_quality_aft,n_bt_rps_cmd,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_ma
0.0,0,0,0,0,0,0,0.0,0.0,0,1620,201,0.09000000357627869,0,0,0,0.0,-11259014,0,5105953.0,0,-10.1513671875,-1.287841796875,0,0,0,0,0,0,0,1,0.0,0.8999999761581421,1.000000238418579
0.1,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,0,201,0.09000000357627869,0,0,0,27.0,-11259014,0,5105953.0,0,-10.2777099609375,-1.25732421875,0,0,0,0,0,0,0,1,0.0,0.809999942779541,0.9000003337860107
0.2,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,201,0.09000000357627869,0,0,0,27.0,-11259014,0,5105953.0,0,-10.404052734375,-1.226806640625,0,0,0,0,0,0,0,1,0.0,0.7289999723434448,0.8099997043609619
0.30000000000000004,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,193,0.09000000357627869,0,0,0,27.0,-11259014,0,5105953.0,0,-10.5303955078125,-1.2451171875,0,0,0,0,0,0,0,1,0.0,0.6560999751091003,0.7289999723434448
0.4,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,193,0.09000000357627869,0,0,0,27.0,-11259014,0,5105953.0,0,-10.65673828125,-1.226806640625,0,0,0,0,0,0,0,1,0.0,0.5904899835586548,0.6560999155044556
0.5,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,194,0.05000000074505806,0,0,0,27.0,-11259014,0,5105953.0,0,-10.777587890625,-1.275634765625,0,0,0,0,0,0,0,0,0.0,0.5314409732818604,0.5904901027679443
0.6000000000000001,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,194,0.05000000074505806,0,0,0,27.0,-11259014,0,5105953.0,0,-10.909423828125,-1.263427734375,0,0,0,0,0,0,0,0,0.0,0.47829684615135193,0.5314412713050842
0.7000000000000001,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,194,0.05000000074505806,0,0,0,27.0,-11259014,0,5105953.0,0,-11.0302734375,-1.251220703125,0,0,0,0,0,0,0,1,0.0,0.4304671883583069,0.47829657793045044
0.8,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,192,0.05000000074505806,0,0,0,27.0,-11259014,0,5105953.0,0,-11.1566162109375,-1.20849609375,0,0,0,0,0,0,0,0,0.0,0.3874204754829407,0.4304671287536621
0.9,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0,1620,192,0.05000000074505806,0,0,0,27.0,-11259014,0,5105953.0,0,-11.2774658203125,-1.202392578125,0,0,0,0,0,0,0,1,0.0,0.3486784100532532,0.387420654296875
