time,x_filter,u_filter,y_filter,vm_filter,psi_filter,r_filter,rudder_left_cmd,rudder_right_cmd,rps_readback,bow_readback,winddir,windspeed,GNSS_quality_fore,GNSS_quality_mdi,GNSS_quality_aft,n_bt_rps_cmd,x_raw,u_dop_raw,y_raw,vm_dop_raw,psi_raw_rad,r_raw_rad,kf_linear_x,kf_linear_u,kf_linear_y,kf_linear_v,kf_linear_psi,kf_linear_r,automode,bowstate,dist_m_lidar,dist_m_lidar_ma,velo_ms_lidar_ma
0.0,0,0,0,0,0,0,0.0,0.0,0.0,368,350,0.7400000095367432,0,0,0,0.0,-11259016,0,5105953.0,0,-156.829833984375,-0.67138671875,0,0,0,0,0,0,0,1,0.0,0.8999999761581421,1.000000238418579
0.1,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,368,1,0.6399999856948853,0,0,0,27.0,-11259016,0,5105953.0,0,-156.895751953125,-0.68359375,0,0,0,0,0,0,0,1,0.0,0.809999942779541,0.9000003337860107
0.2,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,1,0.6399999856948853,0,0,0,27.0,-11259016,0,5105953.0,0,-156.9671630859375,-0.67138671875,0,0,0,0,0,0,0,0,0.0,0.7289999723434448,0.8099997043609619
0.30000000000000004,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,14,0.550000011920929,0,0,0,27.0,-11259016,0,5105953.0,0,-157.0330810546875,-0.677490234375,0,0,0,0,0,0,0,1,0.0,0.6560999751091003,0.7289999723434448
0.4,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,14,0.550000011920929,0,0,0,27.0,-11259016,0,5105953.0,0,-157.0989990234375,-0.665283203125,0,0,0,0,0,0,0,1,0.0,0.5904899835586548,0.6560999155044556
0.5,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,14,0.550000011920929,0,0,0,27.0,-11259016,0,5105953.0,0,-157.1649169921875,-0.6591796875,0,0,0,0,0,0,0,1,0.0,0.5314409732818604,0.5904901027679443
0.6000000000000001,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,357,0.5899999737739563,0,0,0,27.0,-11259016,0,5105953.0,0,-157.2308349609375,-0.640869140625,0,0,0,0,0,0,0,1,0.0,0.47829684615135193,0.5314412713050842
0.7000000000000001,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,357,0.5899999737739563,0,0,0,27.0,-11259016,0,5105953.0,0,-157.2967529296875,-0.67138671875,0,0,0,0,0,0,0,0,0.0,0.4304671883583069,0.47829657793045044
0.8,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,349,0.7099999785423279,0,0,0,27.0,-11259016,0,5105953.0,0,-157.3626708984375,-0.7080078125,0,0,0,0,0,0,0,1,0.0,0.3874204754829407,0.4304671287536621
0.9,0,0,0,0,0,0,-81.39812217053836,71.14855064783083,0.0,1620,349,0.7099999785423279,0,0,0,27.0,-11259016,0,5105953.0,0,-157.4285888671875,-0.6591796875,0,0,0,0,0,0,0,1,0.753000020980835,0.42397841811180115,-0.36557942628860474
1.0,0,0,0,0,0,0,-105.0,47.39707761543433,0.0,-1620,349,0.7099999785423279,0,0,0,-11.835075378417969,-11259016,0,5105953.0,0,-157.4945068359375,-0.628662109375,0,0,0,0,0,0,0,1,0.0,0.38158056139945984,0.4239785671234131
